Nombre de Imagen,Clase Predicha,Confianza (%),Respuesta Cruda (ESP32)
aphid.100.jpg,healthy,48.24,Resultado: healthy Datos: aphid: -50 healthy: -5 
aphid.101.jpg,healthy,40.78,Resultado: healthy Datos: aphid: -38 healthy: -24 
aphid.103.jpg,healthy,50.59,Resultado: healthy Datos: aphid: -52 healthy: 1 
aphid.104.jpg,healthy,42.35,Resultado: healthy Datos: aphid: -40 healthy: -20 
aphid.105.jpg,aphid,37.65,Resultado: aphid Datos: aphid: -32 healthy: -33 
aphid.106.jpg,healthy,51.37,Resultado: healthy Datos: aphid: -55 healthy: 3 
aphid.107.jpg,healthy,43.92,Resultado: healthy Datos: aphid: -45 healthy: -16 
aphid.108.jpg,healthy,44.71,Resultado: healthy Datos: aphid: -45 healthy: -14 
aphid.109.jpg,healthy,59.22,Resultado: healthy Datos: aphid: -63 healthy: 23 
aphid.110.jpg,aphid,45.49,Resultado: aphid Datos: aphid: -12 healthy: -61 
aphid.111.jpg,aphid,56.08,Resultado: aphid Datos: aphid: 15 healthy: -100 
aphid.112.jpg,healthy,52.55,Resultado: healthy Datos: aphid: -53 healthy: 6 
aphid.113.jpg,healthy,43.53,Resultado: healthy Datos: aphid: -43 healthy: -17 
aphid.114.jpg,healthy,41.57,Resultado: healthy Datos: aphid: -42 healthy: -22 
aphid.115.jpg,healthy,50.98,Resultado: healthy Datos: aphid: -53 healthy: 2 
aphid.116.jpg,healthy,63.53,Resultado: healthy Datos: aphid: -73 healthy: 34 
aphid.117.jpg,healthy,43.53,Resultado: healthy Datos: aphid: -43 healthy: -17 
aphid.118.jpg,healthy,55.29,Resultado: healthy Datos: aphid: -59 healthy: 13 
aphid.51.jpg,healthy,51.37,Resultado: healthy Datos: aphid: -56 healthy: 3 
aphid.52.jpg,healthy,55.29,Resultado: healthy Datos: aphid: -62 healthy: 13 
aphid.53.jpg,aphid,41.18,Resultado: aphid Datos: aphid: -23 healthy: -48 
aphid.54.jpg,aphid,51.76,Resultado: aphid Datos: aphid: 4 healthy: -86 
aphid.55.jpg,healthy,59.61,Resultado: healthy Datos: aphid: -62 healthy: 24 
aphid.56.jpg,healthy,39.22,Resultado: healthy Datos: aphid: -31 healthy: -28 
aphid.57.jpg,aphid,49.02,Resultado: aphid Datos: aphid: -3 healthy: -76 
aphid.58.jpg,aphid,48.63,Resultado: aphid Datos: aphid: -4 healthy: -73 
aphid.59.jpg,aphid,44.31,Resultado: aphid Datos: aphid: -15 healthy: -58 
aphid.60.jpg,healthy,52.55,Resultado: healthy Datos: aphid: -55 healthy: 6 
aphid.61.jpg,healthy,41.57,Resultado: healthy Datos: aphid: -39 healthy: -22 
aphid.62.jpg,aphid,42.75,Resultado: aphid Datos: aphid: -19 healthy: -54 
aphid.63.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -64 healthy: 18 
