Nombre de Imagen,Clase Predicha,Confianza (%),Respuesta Cruda (ESP32)
aphid.100.jpg,healthy,63.92,Resultado: healthy Datos: aphid: -38 healthy: 35 
aphid.101.jpg,healthy,47.45,Resultado: healthy Datos: aphid: -19 healthy: -7 
aphid.103.jpg,aphid,67.84,Resultado: aphid Datos: aphid: 45 healthy: -36 
aphid.104.jpg,aphid,50.98,Resultado: aphid Datos: aphid: 2 healthy: -4 
aphid.105.jpg,aphid,69.41,Resultado: aphid Datos: aphid: 49 healthy: -40 
aphid.106.jpg,aphid,50.2,Resultado: aphid Datos: aphid: 0 healthy: -1 
aphid.107.jpg,healthy,54.12,Resultado: healthy Datos: aphid: -12 healthy: 10 
aphid.108.jpg,healthy,49.41,Resultado: healthy Datos: aphid: -7 healthy: -2 
aphid.109.jpg,aphid,52.16,Resultado: aphid Datos: aphid: 5 healthy: -2 
aphid.110.jpg,aphid,59.61,Resultado: aphid Datos: aphid: 24 healthy: -26 
aphid.111.jpg,aphid,82.75,Resultado: aphid Datos: aphid: 83 healthy: -83 
aphid.112.jpg,aphid,63.14,Resultado: aphid Datos: aphid: 33 healthy: -29 
aphid.113.jpg,aphid,58.82,Resultado: aphid Datos: aphid: 22 healthy: -12 
aphid.114.jpg,aphid,54.12,Resultado: aphid Datos: aphid: 10 healthy: -9 
aphid.115.jpg,aphid,59.61,Resultado: aphid Datos: aphid: 24 healthy: -12 
aphid.116.jpg,healthy,58.04,Resultado: healthy Datos: aphid: -15 healthy: 20 
aphid.117.jpg,healthy,60.0,Resultado: healthy Datos: aphid: -32 healthy: 25 
aphid.118.jpg,aphid,56.08,Resultado: aphid Datos: aphid: 15 healthy: -11 
aphid.51.jpg,aphid,49.41,Resultado: aphid Datos: aphid: -2 healthy: -9 
aphid.52.jpg,healthy,56.47,Resultado: healthy Datos: aphid: -16 healthy: 16 
aphid.53.jpg,aphid,55.69,Resultado: aphid Datos: aphid: 14 healthy: -12 
aphid.54.jpg,aphid,50.2,Resultado: aphid Datos: aphid: 0 healthy: -13 
aphid.55.jpg,aphid,54.9,Resultado: aphid Datos: aphid: 12 healthy: -18 
aphid.56.jpg,healthy,63.92,Resultado: healthy Datos: aphid: -57 healthy: 35 
aphid.57.jpg,aphid,71.37,Resultado: aphid Datos: aphid: 54 healthy: -49 
aphid.58.jpg,aphid,49.02,Resultado: aphid Datos: aphid: -3 healthy: -4 
aphid.59.jpg,healthy,61.57,Resultado: healthy Datos: aphid: -47 healthy: 29 
aphid.60.jpg,aphid,63.14,Resultado: aphid Datos: aphid: 33 healthy: -17 
aphid.61.jpg,aphid,67.84,Resultado: aphid Datos: aphid: 45 healthy: -28 
aphid.62.jpg,aphid,58.82,Resultado: aphid Datos: aphid: 22 healthy: -32 
aphid.63.jpg,aphid,52.55,Resultado: aphid Datos: aphid: 6 healthy: -16 
aphid.64.jpg,healthy,49.41,Resultado: healthy Datos: aphid: -3 healthy: -2 
aphid.65.jpg,healthy,54.51,Resultado: healthy Datos: aphid: -22 healthy: 11 
aphid.66.jpg,aphid,52.55,Resultado: aphid Datos: aphid: 6 healthy: -7 
aphid.67.jpg,aphid,50.2,Resultado: aphid Datos: aphid: 0 healthy: -1 
aphid.68.jpg,aphid,60.39,Resultado: aphid Datos: aphid: 26 healthy: -25 
aphid.69.jpg,aphid,64.31,Resultado: aphid Datos: aphid: 36 healthy: -32 
aphid.70.jpg,aphid,59.22,Resultado: aphid Datos: aphid: 23 healthy: -17 
aphid.71.jpg,aphid,50.2,Resultado: aphid Datos: aphid: 0 healthy: -13 
aphid.72.jpg,aphid,73.33,Resultado: aphid Datos: aphid: 59 healthy: -48 
aphid.73.jpg,aphid,53.33,Resultado: aphid Datos: aphid: 8 healthy: -8 
aphid.74.jpg,aphid,55.29,Resultado: aphid Datos: aphid: 13 healthy: -7 
aphid.75.jpg,aphid,53.73,Resultado: aphid Datos: aphid: 9 healthy: -7 
aphid.76.jpg,aphid,58.43,Resultado: aphid Datos: aphid: 21 healthy: -31 
aphid.77.jpg,aphid,52.16,Resultado: aphid Datos: aphid: 5 healthy: -9 
aphid.78.jpg,healthy,58.04,Resultado: healthy Datos: aphid: -18 healthy: 20 
aphid.79.jpg,aphid,59.22,Resultado: aphid Datos: aphid: 23 healthy: -16 
aphid.80.jpg,aphid,67.45,Resultado: aphid Datos: aphid: 44 healthy: -31 
aphid.81.jpg,healthy,48.24,Resultado: healthy Datos: aphid: -16 healthy: -5 
aphid.82.jpg,aphid,57.25,Resultado: aphid Datos: aphid: 18 healthy: -17 
aphid.83.jpg,aphid,57.25,Resultado: aphid Datos: aphid: 18 healthy: -18 
aphid.84.jpg,aphid,51.76,Resultado: aphid Datos: aphid: 4 healthy: -11 
aphid.85.jpg,healthy,53.73,Resultado: healthy Datos: aphid: -23 healthy: 9 
aphid.86.jpg,aphid,56.86,Resultado: aphid Datos: aphid: 17 healthy: -21 
aphid.87.jpg,aphid,67.06,Resultado: aphid Datos: aphid: 43 healthy: -37 
aphid.88.jpg,healthy,58.82,Resultado: healthy Datos: aphid: -23 healthy: 22 
aphid.89.jpg,healthy,55.29,Resultado: healthy Datos: aphid: -20 healthy: 13 
aphid.90.jpg,aphid,49.8,Resultado: aphid Datos: aphid: -1 healthy: -4 
aphid.91.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -27 healthy: 18 
aphid.92.jpg,aphid,56.08,Resultado: aphid Datos: aphid: 15 healthy: -21 
aphid.93.jpg,aphid,60.0,Resultado: aphid Datos: aphid: 25 healthy: -18 
aphid.94.jpg,aphid,59.61,Resultado: aphid Datos: aphid: 24 healthy: -16 
aphid.95.jpg,healthy,54.9,Resultado: healthy Datos: aphid: -10 healthy: 12 
aphid.96.jpg,aphid,52.94,Resultado: aphid Datos: aphid: 7 healthy: -23 
aphid.97.jpg,aphid,91.76,Resultado: aphid Datos: aphid: 106 healthy: -91 
aphid.98.jpg,healthy,54.9,Resultado: healthy Datos: aphid: -8 healthy: 12 
aphid.99.jpg,aphid,50.2,Resultado: aphid Datos: aphid: 0 healthy: -9 
healthy.100.jpg,healthy,63.14,Resultado: healthy Datos: aphid: -40 healthy: 33 
healthy.101.jpg,aphid,59.61,Resultado: aphid Datos: aphid: 24 healthy: -25 
healthy.35.jpg,healthy,53.33,Resultado: healthy Datos: aphid: -21 healthy: 8 
healthy.36.jpg,healthy,56.08,Resultado: healthy Datos: aphid: -21 healthy: 15 
healthy.37.jpg,aphid,62.75,Resultado: aphid Datos: aphid: 32 healthy: -28 
healthy.38.jpg,aphid,59.22,Resultado: aphid Datos: aphid: 23 healthy: -16 
healthy.39.jpg,aphid,65.49,Resultado: aphid Datos: aphid: 39 healthy: -29 
healthy.40.jpg,aphid,67.45,Resultado: aphid Datos: aphid: 44 healthy: -33 
healthy.41.jpg,aphid,51.76,Resultado: aphid Datos: aphid: 4 healthy: -9 
healthy.42.jpg,aphid,52.55,Resultado: aphid Datos: aphid: 6 healthy: -19 
healthy.43.jpg,aphid,62.35,Resultado: aphid Datos: aphid: 31 healthy: -21 
healthy.44.jpg,aphid,59.22,Resultado: aphid Datos: aphid: 23 healthy: -29 
healthy.45.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -41 healthy: 18 
healthy.46.jpg,healthy,51.37,Resultado: healthy Datos: aphid: -7 healthy: 3 
healthy.47.jpg,aphid,54.9,Resultado: aphid Datos: aphid: 12 healthy: -10 
healthy.48.jpg,aphid,62.75,Resultado: aphid Datos: aphid: 32 healthy: -24 
healthy.49.jpg,healthy,59.22,Resultado: healthy Datos: aphid: -23 healthy: 23 
healthy.50.jpg,aphid,61.57,Resultado: aphid Datos: aphid: 29 healthy: -24 
healthy.52.jpg,aphid,56.08,Resultado: aphid Datos: aphid: 15 healthy: -20 
healthy.53.jpg,aphid,65.88,Resultado: aphid Datos: aphid: 40 healthy: -37 
healthy.54.jpg,healthy,50.59,Resultado: healthy Datos: aphid: -4 healthy: 1 
healthy.55.jpg,aphid,54.9,Resultado: aphid Datos: aphid: 12 healthy: -14 
healthy.56.jpg,healthy,54.12,Resultado: healthy Datos: aphid: -10 healthy: 10 
healthy.57.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -24 healthy: 18 
healthy.58.jpg,healthy,50.2,Resultado: healthy Datos: aphid: -8 healthy: 0 
healthy.59.jpg,aphid,59.22,Resultado: aphid Datos: aphid: 23 healthy: -20 
healthy.60.jpg,aphid,61.96,Resultado: aphid Datos: aphid: 30 healthy: -41 
healthy.61.jpg,aphid,95.69,Resultado: aphid Datos: aphid: 116 healthy: -108 
