Nombre de Imagen,Clase Predicha,Confianza (%),Respuesta Cruda (ESP32)
aphid.100.jpg,healthy,69.8,Resultado: healthy Datos: aphid: -12 healthy: 50 
aphid.101.jpg,aphid,61.57,Resultado: aphid Datos: aphid: 29 healthy: 10 
aphid.103.jpg,aphid,72.94,Resultado: aphid Datos: aphid: 58 healthy: -22 
aphid.104.jpg,healthy,61.18,Resultado: healthy Datos: aphid: 0 healthy: 28 
aphid.105.jpg,aphid,60.78,Resultado: aphid Datos: aphid: 27 healthy: 15 
aphid.106.jpg,aphid,67.84,Resultado: aphid Datos: aphid: 45 healthy: -11 
aphid.107.jpg,healthy,76.47,Resultado: healthy Datos: aphid: -25 healthy: 67 
aphid.108.jpg,aphid,62.75,Resultado: aphid Datos: aphid: 32 healthy: 6 
aphid.109.jpg,healthy,61.96,Resultado: healthy Datos: aphid: 10 healthy: 30 
aphid.110.jpg,aphid,62.35,Resultado: aphid Datos: aphid: 31 healthy: 0 
aphid.111.jpg,aphid,75.29,Resultado: aphid Datos: aphid: 64 healthy: -36 
aphid.112.jpg,aphid,73.73,Resultado: aphid Datos: aphid: 60 healthy: -30 
aphid.113.jpg,healthy,67.06,Resultado: healthy Datos: aphid: -9 healthy: 43 
aphid.114.jpg,aphid,57.25,Resultado: aphid Datos: aphid: 18 healthy: 10 
aphid.115.jpg,healthy,63.53,Resultado: healthy Datos: aphid: -1 healthy: 34 
aphid.116.jpg,aphid,57.65,Resultado: aphid Datos: aphid: 19 healthy: 9 
aphid.117.jpg,aphid,58.82,Resultado: aphid Datos: aphid: 22 healthy: 16 
aphid.118.jpg,aphid,72.55,Resultado: aphid Datos: aphid: 57 healthy: -21 
aphid.51.jpg,healthy,58.82,Resultado: healthy Datos: aphid: 10 healthy: 22 
aphid.52.jpg,healthy,61.57,Resultado: healthy Datos: aphid: 9 healthy: 29 
aphid.53.jpg,aphid,59.61,Resultado: aphid Datos: aphid: 24 healthy: 10 
aphid.54.jpg,aphid,70.2,Resultado: aphid Datos: aphid: 51 healthy: -24 
aphid.55.jpg,aphid,78.82,Resultado: aphid Datos: aphid: 73 healthy: -52 
aphid.56.jpg,aphid,70.2,Resultado: aphid Datos: aphid: 51 healthy: -17 
aphid.57.jpg,aphid,60.78,Resultado: aphid Datos: aphid: 27 healthy: 8 
aphid.58.jpg,aphid,75.29,Resultado: aphid Datos: aphid: 64 healthy: -32 
aphid.59.jpg,healthy,76.08,Resultado: healthy Datos: aphid: -32 healthy: 66 
aphid.60.jpg,aphid,65.49,Resultado: aphid Datos: aphid: 39 healthy: -5 
aphid.61.jpg,aphid,69.8,Resultado: aphid Datos: aphid: 50 healthy: -19 
aphid.62.jpg,aphid,64.71,Resultado: aphid Datos: aphid: 37 healthy: -3 
aphid.63.jpg,aphid,59.22,Resultado: aphid Datos: aphid: 23 healthy: 6 
aphid.64.jpg,healthy,60.0,Resultado: healthy Datos: aphid: 13 healthy: 25 
aphid.65.jpg,healthy,70.98,Resultado: healthy Datos: aphid: -13 healthy: 53 
aphid.66.jpg,healthy,67.45,Resultado: healthy Datos: aphid: -2 healthy: 44 
aphid.67.jpg,healthy,79.22,Resultado: healthy Datos: aphid: -29 healthy: 74 
aphid.68.jpg,healthy,64.71,Resultado: healthy Datos: aphid: 8 healthy: 37 
aphid.69.jpg,aphid,80.0,Resultado: aphid Datos: aphid: 76 healthy: -53 
aphid.70.jpg,aphid,75.69,Resultado: aphid Datos: aphid: 65 healthy: -36 
aphid.71.jpg,healthy,58.43,Resultado: healthy Datos: aphid: 19 healthy: 21 
aphid.72.jpg,healthy,82.35,Resultado: healthy Datos: aphid: -30 healthy: 82 
aphid.73.jpg,aphid,78.82,Resultado: aphid Datos: aphid: 73 healthy: -52 
aphid.74.jpg,healthy,57.25,Resultado: healthy Datos: aphid: 12 healthy: 18 
aphid.75.jpg,healthy,74.51,Resultado: healthy Datos: aphid: -20 healthy: 62 
aphid.76.jpg,aphid,81.96,Resultado: aphid Datos: aphid: 81 healthy: -54 
aphid.77.jpg,aphid,61.96,Resultado: aphid Datos: aphid: 30 healthy: 7 
aphid.78.jpg,healthy,73.73,Resultado: healthy Datos: aphid: -22 healthy: 60 
aphid.79.jpg,aphid,67.06,Resultado: aphid Datos: aphid: 43 healthy: -14 
aphid.80.jpg,aphid,58.43,Resultado: aphid Datos: aphid: 21 healthy: 11 
aphid.81.jpg,aphid,64.31,Resultado: aphid Datos: aphid: 36 healthy: 3 
aphid.82.jpg,healthy,63.92,Resultado: healthy Datos: aphid: 2 healthy: 35 
aphid.83.jpg,healthy,60.39,Resultado: healthy Datos: aphid: 3 healthy: 26 
