Nombre de Imagen,Clase Predicha,Confianza (%),Respuesta Cruda (ESP32)
aphid.100.jpg,healthy,76.47,Resultado: healthy Datos: aphid: -54 healthy: 67 
aphid.101.jpg,healthy,78.43,Resultado: healthy Datos: aphid: -62 healthy: 72 
aphid.103.jpg,healthy,77.25,Resultado: healthy Datos: aphid: -57 healthy: 69 
aphid.104.jpg,healthy,64.71,Resultado: healthy Datos: aphid: -19 healthy: 37 
aphid.105.jpg,healthy,80.0,Resultado: healthy Datos: aphid: -69 healthy: 76 
aphid.106.jpg,healthy,60.78,Resultado: healthy Datos: aphid: -6 healthy: 27 
aphid.107.jpg,aphid,60.0,Resultado: aphid Datos: aphid: 25 healthy: -22 
aphid.108.jpg,healthy,54.12,Resultado: healthy Datos: aphid: -10 healthy: 10 
aphid.109.jpg,aphid,55.29,Resultado: aphid Datos: aphid: 13 healthy: 1 
aphid.110.jpg,healthy,65.1,Resultado: healthy Datos: aphid: -34 healthy: 38 
aphid.111.jpg,aphid,70.2,Resultado: aphid Datos: aphid: 51 healthy: -36 
aphid.112.jpg,aphid,62.35,Resultado: aphid Datos: aphid: 31 healthy: -3 
aphid.113.jpg,healthy,71.76,Resultado: healthy Datos: aphid: -39 healthy: 55 
aphid.114.jpg,healthy,53.33,Resultado: healthy Datos: aphid: 1 healthy: 8 
aphid.115.jpg,healthy,67.45,Resultado: healthy Datos: aphid: -38 healthy: 44 
aphid.116.jpg,healthy,58.43,Resultado: healthy Datos: aphid: -5 healthy: 21 
aphid.117.jpg,healthy,66.67,Resultado: healthy Datos: aphid: -30 healthy: 42 
aphid.118.jpg,healthy,57.65,Resultado: healthy Datos: aphid: -8 healthy: 19 
aphid.51.jpg,healthy,84.31,Resultado: healthy Datos: aphid: -80 healthy: 87 
aphid.52.jpg,healthy,63.53,Resultado: healthy Datos: aphid: -27 healthy: 34 
aphid.53.jpg,healthy,58.43,Resultado: healthy Datos: aphid: -5 healthy: 21 
aphid.54.jpg,healthy,63.14,Resultado: healthy Datos: aphid: -12 healthy: 33 
aphid.55.jpg,healthy,86.27,Resultado: healthy Datos: aphid: -105 healthy: 92 
aphid.56.jpg,healthy,69.8,Resultado: healthy Datos: aphid: -45 healthy: 50 
