Nombre,Clase Real,Predicción,Acierto,Confianza (%),Latencia (ms)
aphid.100.jpg,aphid,aphid,SÍ,61.57,4483
aphid.101.jpg,aphid,aphid,SÍ,53.33,4484
aphid.103.jpg,aphid,healthy,NO,69.02,4482
aphid.104.jpg,aphid,aphid,SÍ,60.39,4483
aphid.105.jpg,aphid,aphid,SÍ,58.43,4485
aphid.106.jpg,aphid,aphid,SÍ,53.33,4483
aphid.107.jpg,aphid,aphid,SÍ,64.31,4483
aphid.108.jpg,aphid,healthy,NO,49.8,4484
aphid.109.jpg,aphid,aphid,SÍ,54.51,4483
aphid.110.jpg,aphid,aphid,SÍ,58.04,4482
aphid.111.jpg,aphid,aphid,SÍ,57.65,4483
aphid.112.jpg,aphid,healthy,NO,55.69,4484
aphid.113.jpg,aphid,healthy,NO,61.18,4481
aphid.114.jpg,aphid,aphid,SÍ,50.59,4481
aphid.115.jpg,aphid,aphid,SÍ,63.92,4482
aphid.116.jpg,aphid,healthy,NO,52.94,4481
aphid.117.jpg,aphid,aphid,SÍ,54.9,4481
aphid.118.jpg,aphid,aphid,SÍ,61.57,4483
aphid.51.jpg,aphid,aphid,SÍ,56.86,4484
aphid.52.jpg,aphid,aphid,SÍ,52.55,4483
aphid.53.jpg,aphid,healthy,NO,58.43,4484
aphid.54.jpg,aphid,healthy,NO,66.27,4482
aphid.55.jpg,aphid,aphid,SÍ,64.71,4482
aphid.56.jpg,aphid,healthy,NO,43.53,4482
aphid.57.jpg,aphid,healthy,NO,56.47,4484
aphid.58.jpg,aphid,healthy,NO,70.59,4485
aphid.59.jpg,aphid,healthy,NO,54.12,4483
aphid.60.jpg,aphid,aphid,SÍ,61.57,4484
aphid.61.jpg,aphid,aphid,SÍ,62.35,4484
aphid.62.jpg,aphid,aphid,SÍ,59.61,4482
aphid.63.jpg,aphid,aphid,SÍ,60.78,4482
aphid.64.jpg,aphid,aphid,SÍ,59.61,4484
aphid.65.jpg,aphid,healthy,NO,59.22,4483
aphid.66.jpg,aphid,healthy,NO,61.57,4480
aphid.67.jpg,aphid,healthy,NO,70.98,4480
aphid.68.jpg,aphid,healthy,NO,60.0,4481
aphid.69.jpg,aphid,healthy,NO,58.43,4482
aphid.70.jpg,aphid,healthy,NO,60.78,4481
aphid.71.jpg,aphid,aphid,SÍ,61.18,4483
aphid.72.jpg,aphid,healthy,NO,67.06,4481
aphid.73.jpg,aphid,healthy,NO,49.02,4482
aphid.74.jpg,aphid,aphid,SÍ,51.37,4482
aphid.75.jpg,aphid,healthy,NO,48.24,4483
aphid.76.jpg,aphid,healthy,NO,72.55,4482
aphid.77.jpg,aphid,aphid,SÍ,49.02,4482
aphid.78.jpg,aphid,healthy,NO,56.86,4485
aphid.79.jpg,aphid,healthy,NO,61.18,4481
aphid.80.jpg,aphid,aphid,SÍ,66.67,4482
aphid.81.jpg,aphid,aphid,SÍ,69.41,4481
aphid.82.jpg,aphid,aphid,SÍ,65.1,4482
aphid.83.jpg,aphid,aphid,SÍ,56.08,4482
aphid.84.jpg,aphid,aphid,SÍ,61.57,4482
aphid.85.jpg,aphid,healthy,NO,58.82,4480
aphid.86.jpg,aphid,aphid,SÍ,63.53,4483
aphid.87.jpg,aphid,healthy,NO,58.04,4481
aphid.88.jpg,aphid,healthy,NO,57.65,4482
