Nombre,Clase Real,Predicción,Acierto,Confianza (%),Latencia (ms)
aphid.100.jpg,aphid,healthy,NO,47.06,4484
aphid.101.jpg,aphid,aphid,SÍ,43.14,4485
aphid.103.jpg,aphid,aphid,SÍ,47.84,4485
aphid.104.jpg,aphid,healthy,NO,49.8,4484
aphid.105.jpg,aphid,aphid,SÍ,55.69,4484
aphid.106.jpg,aphid,healthy,NO,49.41,4484
aphid.107.jpg,aphid,aphid,SÍ,60.78,4484
aphid.108.jpg,aphid,aphid,SÍ,50.2,4485
aphid.109.jpg,aphid,healthy,NO,55.29,4485
aphid.110.jpg,aphid,aphid,SÍ,43.92,4484
aphid.111.jpg,aphid,aphid,SÍ,58.43,4483
aphid.112.jpg,aphid,healthy,NO,47.84,4484
aphid.113.jpg,aphid,healthy,NO,59.22,4485
aphid.114.jpg,aphid,aphid,SÍ,49.02,4484
aphid.115.jpg,aphid,aphid,SÍ,48.24,4485
aphid.116.jpg,aphid,healthy,NO,54.51,4485
aphid.117.jpg,aphid,healthy,NO,54.51,4484
aphid.118.jpg,aphid,healthy,NO,41.96,4484
aphid.51.jpg,aphid,healthy,NO,52.94,4484
aphid.52.jpg,aphid,aphid,SÍ,43.92,4484
aphid.53.jpg,aphid,healthy,NO,45.1,4484
aphid.54.jpg,aphid,healthy,NO,45.49,4485
aphid.55.jpg,aphid,aphid,SÍ,60.0,4483
aphid.56.jpg,aphid,aphid,SÍ,59.61,4486
aphid.57.jpg,aphid,healthy,NO,45.88,4486
aphid.58.jpg,aphid,aphid,SÍ,47.45,4485
aphid.59.jpg,aphid,healthy,NO,55.29,4485
aphid.60.jpg,aphid,healthy,NO,43.53,4484
aphid.61.jpg,aphid,healthy,NO,43.92,4484
aphid.62.jpg,aphid,healthy,NO,44.31,4486
aphid.63.jpg,aphid,healthy,NO,58.04,4485
aphid.64.jpg,aphid,aphid,SÍ,53.33,4484
aphid.65.jpg,aphid,healthy,NO,50.98,4485
aphid.66.jpg,aphid,healthy,NO,48.24,4484
aphid.67.jpg,aphid,aphid,SÍ,50.59,4485
aphid.68.jpg,aphid,healthy,NO,45.88,4484
aphid.69.jpg,aphid,aphid,SÍ,60.39,4485
aphid.70.jpg,aphid,aphid,SÍ,48.63,4484
aphid.71.jpg,aphid,healthy,NO,40.39,4484
aphid.72.jpg,aphid,aphid,SÍ,45.1,4484
aphid.73.jpg,aphid,aphid,SÍ,54.51,4485
aphid.74.jpg,aphid,aphid,SÍ,47.84,4484
aphid.75.jpg,aphid,aphid,SÍ,47.06,4484
aphid.76.jpg,aphid,aphid,SÍ,55.69,4484
aphid.77.jpg,aphid,aphid,SÍ,56.86,4485
aphid.78.jpg,aphid,healthy,NO,54.51,4484
aphid.79.jpg,aphid,healthy,NO,50.98,4483
aphid.80.jpg,aphid,aphid,SÍ,47.84,4485
aphid.81.jpg,aphid,aphid,SÍ,49.02,4484
aphid.82.jpg,aphid,healthy,NO,47.06,4486
aphid.83.jpg,aphid,aphid,SÍ,54.9,4484
aphid.84.jpg,aphid,aphid,SÍ,48.63,4484
aphid.85.jpg,aphid,healthy,NO,43.92,4484
aphid.86.jpg,aphid,aphid,SÍ,42.35,4485
aphid.87.jpg,aphid,aphid,SÍ,47.06,4486
aphid.88.jpg,aphid,healthy,NO,49.02,4486
aphid.89.jpg,aphid,healthy,NO,51.76,4485
aphid.90.jpg,aphid,aphid,SÍ,48.63,4485
aphid.91.jpg,aphid,aphid,SÍ,56.08,4485
aphid.92.jpg,aphid,aphid,SÍ,60.0,4485
aphid.93.jpg,aphid,aphid,SÍ,52.94,4487
aphid.94.jpg,aphid,aphid,SÍ,44.71,4485
aphid.95.jpg,aphid,healthy,NO,49.41,4484
aphid.96.jpg,aphid,aphid,SÍ,44.71,4485
aphid.97.jpg,aphid,aphid,SÍ,62.75,4484
aphid.98.jpg,aphid,aphid,SÍ,50.2,4485
aphid.99.jpg,aphid,healthy,NO,48.63,4484
healthy.100.jpg,healthy,healthy,SÍ,46.67,4484
healthy.101.jpg,healthy,aphid,NO,54.12,4484
healthy.35.jpg,healthy,healthy,SÍ,46.27,4484
healthy.36.jpg,healthy,healthy,SÍ,46.67,4484
healthy.37.jpg,healthy,healthy,SÍ,61.18,4484
healthy.38.jpg,healthy,healthy,SÍ,54.51,4485
healthy.39.jpg,healthy,healthy,SÍ,52.55,4485
healthy.40.jpg,healthy,aphid,NO,50.98,4484
healthy.41.jpg,healthy,healthy,SÍ,50.2,4485
healthy.42.jpg,healthy,healthy,SÍ,47.84,4484
healthy.43.jpg,healthy,aphid,NO,49.41,4484
healthy.44.jpg,healthy,healthy,SÍ,46.27,4484
healthy.45.jpg,healthy,healthy,SÍ,46.27,4484
healthy.46.jpg,healthy,healthy,SÍ,51.37,4484
healthy.47.jpg,healthy,aphid,NO,50.59,4485
healthy.48.jpg,healthy,aphid,NO,52.55,4484
healthy.49.jpg,healthy,healthy,SÍ,47.06,4484
healthy.50.jpg,healthy,healthy,SÍ,47.45,4484
healthy.52.jpg,healthy,healthy,SÍ,52.16,4485
healthy.53.jpg,healthy,healthy,SÍ,51.37,4487
healthy.54.jpg,healthy,aphid,NO,50.98,4485
healthy.55.jpg,healthy,healthy,SÍ,50.2,4484
healthy.56.jpg,healthy,healthy,SÍ,51.76,4486
healthy.57.jpg,healthy,healthy,SÍ,43.14,4485
healthy.58.jpg,healthy,aphid,NO,49.41,4485
healthy.59.jpg,healthy,healthy,SÍ,54.51,4484
healthy.60.jpg,healthy,aphid,NO,53.73,4484
healthy.61.jpg,healthy,aphid,NO,54.12,4485
healthy.62.jpg,healthy,healthy,SÍ,64.31,4484
healthy.63.jpg,healthy,healthy,SÍ,52.16,4485
healthy.64.jpg,healthy,aphid,NO,50.59,4485
healthy.65.jpg,healthy,aphid,NO,54.12,4484
healthy.66.jpg,healthy,healthy,SÍ,48.63,4486
healthy.67.jpg,healthy,healthy,SÍ,50.98,4484
healthy.68.jpg,healthy,healthy,SÍ,48.63,4484
healthy.69.jpg,healthy,healthy,SÍ,47.84,4485
healthy.70.jpg,healthy,aphid,NO,48.63,4484
healthy.71.jpg,healthy,healthy,SÍ,62.35,4484
healthy.72.jpg,healthy,healthy,SÍ,57.25,4484
healthy.73.jpg,healthy,healthy,SÍ,58.82,4484
healthy.74.jpg,healthy,healthy,SÍ,45.49,4485
healthy.75.jpg,healthy,aphid,NO,45.49,4485
healthy.76.jpg,healthy,aphid,NO,61.18,4483
healthy.77.jpg,healthy,healthy,SÍ,53.73,4484
healthy.78.jpg,healthy,aphid,NO,52.55,4483
healthy.79.jpg,healthy,healthy,SÍ,46.27,4485
healthy.80.jpg,healthy,healthy,SÍ,48.24,4485
healthy.81.jpg,healthy,aphid,NO,43.14,4484
healthy.82.jpg,healthy,healthy,SÍ,40.39,4485
healthy.83.jpg,healthy,healthy,SÍ,52.94,4484
healthy.84.jpg,healthy,healthy,SÍ,52.55,4484
healthy.85.jpg,healthy,aphid,NO,51.76,4484
healthy.86.jpg,healthy,aphid,NO,52.94,4485
healthy.87.jpg,healthy,healthy,SÍ,62.75,4485
healthy.88.jpg,healthy,healthy,SÍ,57.65,4485
healthy.89.jpg,healthy,healthy,SÍ,55.29,4484
healthy.90.jpg,healthy,healthy,SÍ,48.63,4484
healthy.91.jpg,healthy,healthy,SÍ,43.14,4484
healthy.92.jpg,healthy,aphid,NO,50.2,4485
healthy.93.jpg,healthy,healthy,SÍ,48.63,4484
healthy.94.jpg,healthy,healthy,SÍ,48.24,4485
healthy.95.jpg,healthy,aphid,NO,53.73,4484
healthy.96.jpg,healthy,healthy,SÍ,51.76,4485
healthy.97.jpg,healthy,aphid,NO,47.06,4484
healthy.98.jpg,healthy,healthy,SÍ,47.84,4485
healthy.99.jpg,healthy,healthy,SÍ,49.02,4485

RESUMEN,,,,,,
Accuracy Global,61.65%,,,,,
Acc Aphid,55.22%,,,,,
Acc Healthy,68.18%,,,,,
