Nombre,Clase Real,Predicción,Acierto,Confianza (%),Latencia (ms)
aphid.100.jpg,aphid,aphid,SÍ,50.98,4485
aphid.101.jpg,aphid,aphid,SÍ,64.31,4484
aphid.103.jpg,aphid,healthy,NO,46.67,4484
aphid.104.jpg,aphid,aphid,SÍ,53.73,4484
aphid.105.jpg,aphid,aphid,SÍ,49.8,4485
aphid.106.jpg,aphid,healthy,NO,56.08,4485
aphid.107.jpg,aphid,aphid,SÍ,61.96,4484
aphid.108.jpg,aphid,aphid,SÍ,56.08,4488
aphid.109.jpg,aphid,aphid,SÍ,49.8,4485
aphid.110.jpg,aphid,aphid,SÍ,62.75,4485
aphid.111.jpg,aphid,healthy,NO,55.29,4485
aphid.112.jpg,aphid,aphid,SÍ,55.29,4486
aphid.113.jpg,aphid,healthy,NO,48.24,4485
aphid.114.jpg,aphid,aphid,SÍ,39.61,4484
aphid.115.jpg,aphid,aphid,SÍ,51.37,4485
aphid.116.jpg,aphid,healthy,NO,47.06,4484
aphid.117.jpg,aphid,aphid,SÍ,45.88,4484
aphid.118.jpg,aphid,aphid,SÍ,58.04,4485
aphid.51.jpg,aphid,healthy,NO,50.2,4484
aphid.52.jpg,aphid,aphid,SÍ,54.51,4485
aphid.53.jpg,aphid,healthy,NO,45.49,4484
aphid.54.jpg,aphid,healthy,NO,49.8,4486
aphid.55.jpg,aphid,aphid,SÍ,45.49,4484
aphid.56.jpg,aphid,healthy,NO,40.0,4484
aphid.57.jpg,aphid,healthy,NO,41.18,4486
aphid.58.jpg,aphid,healthy,NO,60.39,4485
aphid.59.jpg,aphid,healthy,NO,41.96,4485
aphid.60.jpg,aphid,healthy,NO,42.75,4484
aphid.61.jpg,aphid,healthy,NO,49.02,4485
aphid.62.jpg,aphid,aphid,SÍ,47.06,4484
aphid.63.jpg,aphid,aphid,SÍ,49.02,4484
aphid.64.jpg,aphid,healthy,NO,40.78,4485
aphid.65.jpg,aphid,aphid,SÍ,51.37,4484
aphid.66.jpg,aphid,healthy,NO,49.02,4485
aphid.67.jpg,aphid,healthy,NO,52.16,4484
aphid.68.jpg,aphid,aphid,SÍ,44.31,4485
aphid.69.jpg,aphid,healthy,NO,41.57,4485
aphid.70.jpg,aphid,aphid,SÍ,41.57,4485
aphid.71.jpg,aphid,aphid,SÍ,52.94,4485
aphid.72.jpg,aphid,aphid,SÍ,50.2,4485
aphid.73.jpg,aphid,aphid,SÍ,52.94,4484
aphid.74.jpg,aphid,healthy,NO,50.2,4484
aphid.75.jpg,aphid,aphid,SÍ,56.86,4484
aphid.76.jpg,aphid,healthy,NO,52.55,4484
aphid.77.jpg,aphid,aphid,SÍ,49.02,4484
aphid.78.jpg,aphid,aphid,SÍ,44.71,4484
aphid.79.jpg,aphid,aphid,SÍ,41.96,4486
aphid.80.jpg,aphid,aphid,SÍ,43.14,4484
aphid.81.jpg,aphid,aphid,SÍ,63.14,4484
aphid.82.jpg,aphid,aphid,SÍ,57.65,4484
aphid.83.jpg,aphid,aphid,SÍ,56.47,4484
aphid.84.jpg,aphid,aphid,SÍ,50.59,4484
aphid.85.jpg,aphid,healthy,NO,48.24,4485
aphid.86.jpg,aphid,aphid,SÍ,48.24,4484
aphid.87.jpg,aphid,healthy,NO,51.76,4484
aphid.88.jpg,aphid,aphid,SÍ,40.0,4485
aphid.89.jpg,aphid,aphid,SÍ,41.18,4484
aphid.90.jpg,aphid,aphid,SÍ,59.22,4484
aphid.91.jpg,aphid,aphid,SÍ,49.41,4484
aphid.92.jpg,aphid,aphid,SÍ,41.57,4484
aphid.93.jpg,aphid,aphid,SÍ,41.96,4484
aphid.94.jpg,aphid,healthy,NO,45.49,4484
aphid.95.jpg,aphid,healthy,NO,47.84,4484
aphid.96.jpg,aphid,aphid,SÍ,50.98,4485
aphid.97.jpg,aphid,aphid,SÍ,36.08,4485
aphid.98.jpg,aphid,aphid,SÍ,38.82,4484
aphid.99.jpg,aphid,aphid,SÍ,52.55,4484
healthy.100.jpg,healthy,healthy,SÍ,42.35,4484
healthy.101.jpg,healthy,healthy,SÍ,51.37,4485
healthy.35.jpg,healthy,aphid,NO,49.02,4486
healthy.36.jpg,healthy,healthy,SÍ,41.96,4485
healthy.37.jpg,healthy,aphid,NO,46.27,4484
healthy.38.jpg,healthy,healthy,SÍ,43.53,4485
healthy.39.jpg,healthy,healthy,SÍ,54.51,4485
healthy.40.jpg,healthy,aphid,NO,40.39,4484
healthy.41.jpg,healthy,healthy,SÍ,46.27,4484
healthy.42.jpg,healthy,healthy,SÍ,53.33,4485
healthy.43.jpg,healthy,healthy,SÍ,42.75,4484
healthy.44.jpg,healthy,healthy,SÍ,49.8,4484
healthy.45.jpg,healthy,aphid,NO,57.65,4485
healthy.46.jpg,healthy,healthy,SÍ,54.12,4484
healthy.47.jpg,healthy,healthy,SÍ,61.18,4484
healthy.48.jpg,healthy,healthy,SÍ,43.53,4485
healthy.49.jpg,healthy,healthy,SÍ,47.06,4484
healthy.50.jpg,healthy,healthy,SÍ,52.55,4484
healthy.52.jpg,healthy,healthy,SÍ,45.49,4484
healthy.53.jpg,healthy,aphid,NO,43.14,4485
healthy.54.jpg,healthy,healthy,SÍ,49.8,4484
healthy.55.jpg,healthy,healthy,SÍ,54.12,4483
healthy.56.jpg,healthy,healthy,SÍ,49.41,4485
healthy.57.jpg,healthy,aphid,NO,64.31,4484
healthy.58.jpg,healthy,aphid,NO,54.51,4485
healthy.59.jpg,healthy,aphid,NO,45.88,4486
healthy.60.jpg,healthy,aphid,NO,56.86,4484
healthy.61.jpg,healthy,aphid,NO,48.24,4485
healthy.62.jpg,healthy,healthy,SÍ,61.18,4485
healthy.63.jpg,healthy,healthy,SÍ,36.47,4484
healthy.64.jpg,healthy,aphid,NO,55.29,4484
healthy.65.jpg,healthy,aphid,NO,55.69,4485
healthy.66.jpg,healthy,aphid,NO,43.53,4485
healthy.67.jpg,healthy,healthy,SÍ,45.49,4484
healthy.68.jpg,healthy,healthy,SÍ,47.45,4484
healthy.69.jpg,healthy,healthy,SÍ,41.18,4485
healthy.70.jpg,healthy,healthy,SÍ,44.71,4484
healthy.71.jpg,healthy,healthy,SÍ,39.61,4484
healthy.72.jpg,healthy,aphid,NO,40.39,4483
healthy.73.jpg,healthy,healthy,SÍ,38.82,4485
healthy.74.jpg,healthy,healthy,SÍ,47.06,4484
healthy.75.jpg,healthy,healthy,SÍ,48.24,4484
healthy.76.jpg,healthy,aphid,NO,44.31,4484
healthy.77.jpg,healthy,healthy,SÍ,40.78,4484
healthy.78.jpg,healthy,aphid,NO,43.92,4485
healthy.79.jpg,healthy,aphid,NO,46.67,4484
healthy.80.jpg,healthy,healthy,SÍ,47.06,4484
healthy.81.jpg,healthy,healthy,SÍ,45.88,4485
healthy.82.jpg,healthy,healthy,SÍ,46.67,4484
healthy.83.jpg,healthy,healthy,SÍ,52.94,4485
healthy.84.jpg,healthy,healthy,SÍ,41.96,4484
healthy.85.jpg,healthy,healthy,SÍ,36.47,4485
healthy.86.jpg,healthy,aphid,NO,42.75,4486
healthy.87.jpg,healthy,healthy,SÍ,61.57,4485
healthy.88.jpg,healthy,healthy,SÍ,54.51,4484
healthy.89.jpg,healthy,healthy,SÍ,62.75,4484
healthy.90.jpg,healthy,aphid,NO,47.06,4484
healthy.91.jpg,healthy,aphid,NO,49.41,4485
healthy.92.jpg,healthy,healthy,SÍ,44.71,4485
healthy.93.jpg,healthy,healthy,SÍ,52.94,4484
healthy.94.jpg,healthy,healthy,SÍ,46.27,4484
healthy.95.jpg,healthy,healthy,SÍ,43.92,4485
healthy.96.jpg,healthy,healthy,SÍ,49.02,4485
healthy.97.jpg,healthy,healthy,SÍ,43.53,4485
healthy.98.jpg,healthy,healthy,SÍ,41.57,4484
healthy.99.jpg,healthy,aphid,NO,43.53,4484

RESUMEN,,,,,,
Accuracy Global,66.17%,,,,,
Acc Aphid,64.18%,,,,,
Acc Healthy,68.18%,,,,,
