Nombre,Clase Real,Predicción,Acierto,Confianza (%),Latencia (ms)
aphid.100.jpg,aphid,healthy,NO,45.1,4484
aphid.101.jpg,aphid,aphid,SÍ,48.24,4484
aphid.103.jpg,aphid,healthy,NO,49.8,4485
aphid.104.jpg,aphid,aphid,SÍ,47.06,4484
aphid.105.jpg,aphid,aphid,SÍ,42.35,4484
aphid.106.jpg,aphid,aphid,SÍ,47.06,4484
aphid.107.jpg,aphid,aphid,SÍ,48.63,4483
aphid.108.jpg,aphid,aphid,SÍ,54.51,4484
aphid.109.jpg,aphid,aphid,SÍ,53.33,4484
aphid.110.jpg,aphid,aphid,SÍ,42.75,4485
aphid.111.jpg,aphid,aphid,SÍ,41.96,4485
aphid.112.jpg,aphid,aphid,SÍ,74.12,4485
aphid.113.jpg,aphid,healthy,NO,45.1,4484
aphid.114.jpg,aphid,aphid,SÍ,53.33,4484
aphid.115.jpg,aphid,aphid,SÍ,49.41,4484
aphid.116.jpg,aphid,aphid,SÍ,58.04,4485
aphid.117.jpg,aphid,aphid,SÍ,49.41,4487
aphid.118.jpg,aphid,aphid,SÍ,70.59,4485
aphid.51.jpg,aphid,aphid,SÍ,41.57,4485
aphid.52.jpg,aphid,aphid,SÍ,48.24,4484
aphid.53.jpg,aphid,healthy,NO,43.14,4485
aphid.54.jpg,aphid,healthy,NO,47.84,4484
aphid.55.jpg,aphid,healthy,NO,59.61,4484
aphid.56.jpg,aphid,aphid,SÍ,51.76,4485
aphid.57.jpg,aphid,aphid,SÍ,43.53,4484
aphid.58.jpg,aphid,aphid,SÍ,34.9,4484
aphid.59.jpg,aphid,aphid,SÍ,53.33,4484
aphid.60.jpg,aphid,aphid,SÍ,52.16,4484
aphid.61.jpg,aphid,aphid,SÍ,60.39,4484
aphid.62.jpg,aphid,healthy,NO,40.0,4484
aphid.63.jpg,aphid,aphid,SÍ,40.78,4484
aphid.64.jpg,aphid,healthy,NO,45.1,4484
aphid.65.jpg,aphid,healthy,NO,56.47,4486
aphid.66.jpg,aphid,healthy,NO,38.43,4485
aphid.67.jpg,aphid,healthy,NO,45.49,4484
aphid.68.jpg,aphid,healthy,NO,43.14,4484
aphid.69.jpg,aphid,aphid,SÍ,54.51,4486
aphid.70.jpg,aphid,aphid,SÍ,49.8,4485
aphid.71.jpg,aphid,healthy,NO,38.82,4484
aphid.72.jpg,aphid,aphid,SÍ,59.61,4484
aphid.73.jpg,aphid,aphid,SÍ,49.8,4484
aphid.74.jpg,aphid,aphid,SÍ,41.96,4484
aphid.75.jpg,aphid,aphid,SÍ,49.41,4485
aphid.76.jpg,aphid,aphid,SÍ,40.78,4484
